track_id,chroma_stft_mean_01,chroma_stft_mean_02,chroma_stft_mean_03,chroma_stft_mean_04,chroma_stft_mean_05,chroma_stft_mean_06,chroma_stft_mean_07,chroma_stft_mean_08,chroma_stft_mean_09,chroma_stft_mean_10,chroma_stft_mean_11,chroma_stft_mean_12,chroma_stft_std_01,chroma_stft_std_02,chroma_stft_std_03,chroma_stft_std_04,chroma_stft_std_05,chroma_stft_std_06,chroma_stft_std_07,chroma_stft_std_08,chroma_stft_std_09,chroma_stft_std_10,chroma_stft_std_11,chroma_stft_std_12,mfcc_mean_01,mfcc_mean_02,mfcc_mean_03,mfcc_mean_04,mfcc_mean_05,mfcc_mean_06,mfcc_mean_07,mfcc_mean_08,mfcc_mean_09,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_01,mfcc_std_02,mfcc_std_03,mfcc_std_04,mfcc_std_05,mfcc_std_06,mfcc_std_07,mfcc_std_08,mfcc_std_09,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,rms_mean_01,rms_std_01,spectral_centroid_mean_01,spectral_centroid_std_01,zcr_mean_01,zcr_std_01
197,0.476699,0.293427,0.380503,0.268873,0.367647,0.335043,0.142641,0.128916,0.136582,0.271330,0.144947,0.338482,0.392154,0.242293,0.384492,0.236087,0.331782,0.341312,0.148560,0.205777,0.142708,0.310435,0.113698,0.293921,-296.290619,126.969475,-11.064434,17.686930,-0.589845,-4.799648,-7.695919,-6.302617,-10.073537,-7.506361,-7.795642,-7.617339,-5.711172,-7.771070,-12.370874,-6.606336,-7.404043,-7.601867,-5.109482,-3.703720,93.395721,24.985430,29.351974,17.834181,16.196218,10.420152,13.184397,10.222984,8.651978,7.018204,6.979040,7.767336,8.481089,8.887294,9.724000,7.745371,8.525569,9.183280,7.794113,8.160886,0.027717,0.023324,1144.785767,453.726959,0.054148,0.029000
200,0.368333,0.362196,0.441694,0.378832,0.475103,0.315780,0.286639,0.384791,0.255562,0.318261,0.262834,0.414635,0.260963,0.244887,0.316813,0.225293,0.390334,0.261433,0.262258,0.292501,0.227494,0.291089,0.221218,0.298933,-122.239105,102.798645,-30.519062,40.598385,-10.096221,1.388702,-12.195565,-3.105086,-10.733684,-6.699595,-16.562449,-8.268118,-7.177764,-11.390204,-8.266891,-4.742047,-6.970808,-8.235043,-12.831157,-9.338757,53.572144,27.468212,17.166327,15.339378,9.434444,9.369864,8.828763,7.946583,7.586357,6.605695,9.449663,8.559351,5.961576,6.454081,6.387413,6.753015,7.073593,5.999881,7.026893,6.063939,0.073390,0.042289,1924.480957,727.161560,0.097718,0.060185
203,0.156838,0.263742,0.186099,0.166261,0.208605,0.114873,0.216748,0.058240,0.105847,0.419241,0.160713,0.215483,0.233738,0.335631,0.281016,0.256770,0.329482,0.136731,0.356162,0.097231,0.124401,0.440583,0.160641,0.338187,-267.048645,123.497070,2.189521,12.940072,-19.178141,-17.803225,-21.062416,-14.292017,-23.150373,-13.284433,-18.255936,-13.553189,-2.689546,2.883111,2.659108,2.765031,-1.690659,-2.116879,-0.325040,1.902113,76.814575,26.074898,15.603812,13.346246,10.225578,11.157436,10.273004,9.760476,10.164004,9.400043,10.573852,9.597857,11.672348,13.044126,12.481100,14.131029,11.092459,10.014873,9.924930,12.127424,0.053079,0.025758,1353.373413,529.408936,0.052589,0.017042
204,0.147436,0.273172,0.361361,0.184043,0.155456,0.195244,0.488136,0.370401,0.233367,0.345395,0.202350,0.245156,0.169790,0.283568,0.337725,0.199876,0.239893,0.209323,0.377879,0.309431,0.243109,0.360106,0.203482,0.338911,-163.850449,121.321167,-15.035816,17.012907,7.450287,0.211330,-14.127112,-9.380689,-15.681948,-5.379328,-15.067232,-2.674052,-12.930341,-7.612197,-2.203364,-9.387194,0.026266,1.791258,0.203887,-0.488797,70.629639,39.397854,22.578197,15.686648,15.129749,10.661584,11.521758,8.645742,9.234173,10.177063,9.406334,8.082543,8.967165,7.716454,9.226933,10.944460,8.901378,8.775806,10.350811,9.130118,0.071358,0.027357,1774.395630,1007.615173,0.080781,0.074251
207,0.266148,0.179750,0.209926,0.153840,0.247497,0.200925,0.148222,0.216995,0.117901,0.168003,0.188214,0.402798,0.310019,0.267342,0.318862,0.192821,0.345044,0.295121,0.192223,0.345299,0.158148,0.279575,0.220323,0.420845,-371.117798,101.040619,1.813873,10.012371,-7.317916,-8.986127,-9.462765,-5.686404,-7.516030,-3.408649,-2.350235,-4.050117,-4.095438,-5.412487,-7.041995,-4.963989,-5.406167,-5.938798,-8.307677,-4.805557,115.565132,46.268326,27.345682,18.734184,15.639149,10.803290,12.090965,9.647441,10.410526,8.628784,10.413727,12.020915,10.197987,10.694943,13.995950,13.013001,12.062999,14.396679,14.815734,13.972161,0.028607,0.031655,1248.128784,589.667175,0.061197,0.032981
210,0.231871,0.517831,0.468588,0.243427,0.341124,0.239128,0.416713,0.282764,0.282819,0.399065,0.196779,0.234180,0.187143,0.352151,0.325128,0.202534,0.321831,0.210518,0.361016,0.277359,0.234969,0.317530,0.157948,0.258736,-104.015350,109.035843,-30.927876,18.315174,-5.612605,-0.946285,-13.329198,-0.595493,-17.128248,-6.015071,-15.054911,-1.761288,-10.481281,-12.843287,-10.174508,-8.310148,-4.687366,-1.642930,-10.304589,-3.296215,42.962646,20.499443,12.742463,12.219861,9.604312,8.089972,10.308988,7.541337,8.070062,8.615038,8.086559,7.565884,7.378198,7.036606,8.612225,6.418170,6.055954,6.492625,7.004644,8.416694,0.088956,0.052200,1828.627441,439.099335,0.085066,0.029308
211,0.230963,0.294275,0.531955,0.232752,0.242370,0.283708,0.497629,0.331044,0.203131,0.258217,0.144241,0.308342,0.250005,0.251709,0.365130,0.180023,0.295349,0.263527,0.338342,0.294305,0.206783,0.255235,0.115318,0.327633,-129.223434,126.046608,-34.685173,22.836716,-13.058367,-5.246882,-15.887997,-10.438819,-21.008017,-11.184243,-14.309571,-7.139994,-8.396194,-10.066376,-5.173896,-6.779068,-6.822683,-2.859845,-4.018018,-3.280310,57.188263,21.160824,15.783163,13.016125,11.607509,9.356241,9.001365,8.328993,10.277375,8.677790,7.629088,6.799077,9.008821,8.008739,9.037052,9.505694,7.740488,7.114408,8.627581,6.446553,0.084114,0.040048,1599.653564,431.152252,0.078718,0.024554
212,0.270074,0.326883,0.537317,0.260203,0.269096,0.304287,0.500828,0.393688,0.267812,0.312077,0.198210,0.356190,0.245356,0.243747,0.346002,0.184847,0.289116,0.259441,0.323788,0.305717,0.222582,0.283029,0.144870,0.310900,-110.089561,102.703827,11.440732,15.548409,12.660969,2.736970,-0.521578,1.525021,-9.223904,-0.806442,-4.044992,2.237441,-1.967981,-0.553387,1.041960,2.160172,-1.311605,3.460163,1.309482,2.539124,51.168427,29.308939,21.993093,15.611723,14.751339,9.567432,9.333377,7.949539,8.733330,7.899336,6.557384,6.454006,7.975542,6.702503,7.277861,7.365129,6.984503,6.513495,7.413592,6.606203,0.067736,0.026807,2363.469971,904.047791,0.107206,0.060356
213,0.119155,0.180442,0.318372,0.097160,0.072313,0.227750,0.679796,0.193612,0.283773,0.657572,0.263471,0.289059,0.127933,0.174154,0.282785,0.093284,0.106861,0.142322,0.344586,0.119183,0.235599,0.316209,0.166597,0.375652,-263.864929,160.128616,0.755621,14.809482,12.257748,-9.200400,-10.542600,0.717018,-7.993382,-9.541598,-11.443538,-5.594189,-4.268339,-11.351195,-18.306717,-2.787161,-4.683436,1.179762,4.614194,-3.766161,73.315826,37.262722,22.827404,15.237951,9.355784,10.255149,7.192571,10.532903,8.787566,8.013951,8.201894,6.911773,6.651723,7.905162,7.403169,5.988191,6.475044,7.529562,8.436231,7.810264,0.041363,0.024117,1136.232910,633.588928,0.054122,0.026458
255,0.265597,0.436229,0.522770,0.337196,0.347375,0.278975,0.353007,0.277028,0.364501,0.680104,0.421100,0.376875,0.237649,0.277813,0.323318,0.236992,0.282681,0.222405,0.275933,0.235073,0.218703,0.340773,0.211501,0.310754,-136.943787,163.623886,-20.820158,17.844912,-10.696928,12.296598,-9.265617,-0.580915,-7.889366,-1.851894,-2.674523,-2.891483,-4.569880,-0.894996,-4.673165,-1.417324,-7.498930,-2.960500,-8.643200,-3.181238,69.314507,35.476349,23.542610,11.347237,9.697154,6.774039,7.622867,6.833572,9.754397,6.374185,6.261081,6.916728,7.088783,6.396378,6.560972,6.895984,6.384863,6.650612,6.202281,5.676062,0.087078,0.029599,1258.390747,422.638702,0.060283,0.019096
256,0.495690,0.574614,0.630073,0.570392,0.516013,0.454885,0.504911,0.547805,0.545222,0.608609,0.649562,0.509899,0.234042,0.240493,0.255425,0.236133,0.231407,0.224204,0.218094,0.251950,0.232322,0.251937,0.259503,0.224303,30.166750,99.974007,-33.624771,34.160206,3.055882,4.249950,-1.841056,8.919968,2.158973,3.180480,-0.384534,4.825907,1.959017,2.743160,-1.703405,-0.116329,-7.167403,-1.681897,-3.872145,-1.608487,19.799583,14.218310,12.324808,9.860857,8.289832,6.600547,8.385672,6.040051,5.286723,6.263563,6.271116,5.147326,5.214629,4.906659,4.947138,5.095594,4.613353,4.926970,4.210880,5.438714,0.174948,0.030314,2203.572510,327.271088,0.115830,0.024049
368,0.239497,0.231539,0.403689,0.542420,0.827937,0.628866,0.351925,0.253126,0.222731,0.199270,0.185193,0.265273,0.239800,0.195869,0.269787,0.223355,0.319901,0.275144,0.224490,0.241858,0.205758,0.207791,0.162244,0.217929,-255.663391,116.204735,46.256474,17.725571,21.096649,20.032396,-1.424917,13.121796,0.332950,2.494069,2.851848,8.910481,-1.628406,3.855722,-3.120656,-0.252416,-5.337510,-0.337814,-6.357704,-1.393898,57.875309,39.682220,33.987617,17.638668,11.465474,10.580731,10.517020,6.758560,6.976269,6.932056,6.355871,6.532338,5.960816,6.548378,6.307452,5.479553,5.326635,5.772212,5.906821,6.261697,0.046166,0.015523,1532.067627,865.630127,0.046781,0.068116
424,0.203360,0.180927,0.228676,0.722093,0.675153,0.281207,0.263170,0.216145,0.442414,0.287003,0.314153,0.535908,0.125785,0.177466,0.119014,0.285306,0.280279,0.176217,0.201520,0.134092,0.290444,0.230728,0.214468,0.340015,-102.962120,124.527824,-57.432648,46.524105,-21.059536,-1.972021,-20.888878,-5.994407,-21.261936,-4.665813,-3.999940,-0.562663,-14.013785,1.395713,-5.650707,-7.799709,-9.101723,-5.500868,-9.778824,-1.424850,44.238838,10.532772,14.828764,15.398854,12.088095,6.990666,12.539928,10.378605,11.318705,10.003175,9.587799,5.635523,6.514211,6.649404,6.567513,6.523699,6.473996,6.561121,6.299985,8.791932,0.081332,0.036012,1854.405884,149.978439,0.120319,0.019032
459,0.301953,0.446219,0.862435,0.554715,0.327869,0.361980,0.466859,0.462144,0.294620,0.408278,0.305275,0.496556,0.120624,0.165887,0.217316,0.191205,0.176270,0.233023,0.257876,0.295563,0.177739,0.245887,0.137779,0.296989,5.885974,109.158150,-3.269882,26.032719,12.157170,13.332660,0.879971,12.623117,1.258567,7.227729,-3.154819,3.881251,-0.335819,3.166504,-0.793588,1.353487,-2.316191,1.471144,-2.398530,2.600570,28.091511,24.534220,14.344528,7.456628,7.596107,6.766476,6.136751,7.195208,6.170633,4.649716,5.115363,4.016308,4.204604,4.442657,5.488721,4.588483,4.211380,4.203982,4.149111,4.068082,0.225355,0.031492,1960.402344,566.062500,0.063766,0.023469
534,0.194192,0.139225,0.260277,0.479739,0.228655,0.186293,0.173530,0.292833,0.387467,0.390889,0.508870,0.270383,0.241092,0.171722,0.226790,0.379045,0.223780,0.257778,0.200330,0.299263,0.352443,0.278115,0.382559,0.248422,-259.694366,150.063828,34.308250,54.394184,-13.192789,3.890394,11.928771,-16.344309,-5.835249,-0.305136,-5.337706,-4.888522,-7.880688,4.904984,-1.687116,0.572877,-1.691605,-3.309986,-3.077133,-0.005479,50.379620,21.194464,22.534369,10.611962,11.102610,10.771936,9.056661,6.986488,10.778053,8.202593,6.683393,8.863343,6.882061,5.823462,6.159767,6.819277,6.214177,5.830946,7.257461,6.473375,0.053371,0.032906,1014.019409,425.378784,0.040695,0.028856
540,0.196291,0.182379,0.179011,0.316296,0.172747,0.205991,0.180079,0.409540,0.754410,0.335042,0.137569,0.133909,0.235425,0.248516,0.182018,0.326689,0.188223,0.294739,0.197973,0.259632,0.334310,0.228723,0.187724,0.190105,-205.558914,137.505280,-3.916401,55.906456,-7.892374,-1.684939,13.009443,-10.719625,-16.960335,-1.043051,1.786949,-2.309185,-10.652905,-1.189089,-10.628741,-2.260095,-5.787701,-1.599493,0.074452,0.132075,62.755375,23.944628,24.873829,13.555455,13.034499,11.362819,10.193574,8.613934,10.360272,10.087544,9.654943,8.703114,7.210579,7.399386,7.367351,7.305351,6.737103,6.150600,6.326766,7.079595,0.056414,0.025658,1388.798828,465.542206,0.061262,0.035560
546,0.204206,0.187069,0.296508,0.355285,0.228583,0.278421,0.435180,0.461561,0.344425,0.260918,0.209845,0.204168,0.252598,0.200138,0.302064,0.385757,0.240614,0.266404,0.345549,0.343998,0.331954,0.274849,0.249222,0.266352,-224.286697,149.190857,-0.550052,52.677891,-15.647808,-3.649065,18.513262,-5.949930,-14.183485,-1.273778,-4.260522,5.304918,-13.160997,-2.430095,-4.571124,-6.053203,0.560728,-3.199218,1.766687,-1.509878,66.905983,28.310959,20.850157,15.281281,14.606385,12.147894,11.330991,9.016054,8.710723,8.686761,7.788126,8.275690,7.618419,8.086314,6.791603,6.025332,6.937269,6.057836,6.002687,6.309393,0.051479,0.025829,1267.093384,486.920471,0.056776,0.036280
574,0.358584,0.406902,0.406354,0.544453,0.473329,0.391430,0.457803,0.425877,0.593621,0.447696,0.390692,0.399674,0.219816,0.288279,0.230455,0.290594,0.285186,0.232477,0.306996,0.221723,0.308052,0.246261,0.267548,0.276615,34.437458,84.725052,-16.151133,20.110907,5.904736,-2.117347,-12.100681,2.895650,-6.882562,3.733659,-2.078571,0.696844,-7.729175,1.805029,-5.470151,-4.452707,-7.836811,-1.145779,-5.501265,0.619705,22.968685,20.896481,13.258963,10.927635,8.478447,7.131622,7.259519,7.207088,6.599604,6.556954,6.858793,5.979364,5.320004,5.523720,5.108178,5.170271,5.085149,4.883878,5.002428,5.128209,0.167435,0.030971,2625.493164,513.183655,0.143940,0.035145
602,0.104123,0.239422,0.553256,0.214430,0.249356,0.523235,0.160462,0.082411,0.116610,0.288636,0.185898,0.140544,0.201725,0.209102,0.411154,0.168396,0.228701,0.409874,0.132772,0.196380,0.160891,0.337303,0.253251,0.255488,-400.322906,171.731964,25.713816,21.745741,20.039042,4.416426,-0.844854,-8.318851,-16.787018,-15.091735,-14.576440,-16.165346,-10.849008,-5.585834,-10.095141,-4.489721,-5.361490,-3.602137,-2.475187,3.367069,62.058262,28.832537,21.572229,14.948862,10.721286,7.810466,10.048538,11.773167,9.115737,7.654433,6.956933,9.217765,8.967327,9.564751,9.698926,8.598348,6.233008,8.195300,8.848179,10.148295,0.027182,0.012604,772.687622,542.222046,0.034815,0.017523
615,0.152735,0.090742,0.051192,0.137579,0.180035,0.081665,0.081672,0.568359,0.997444,0.367226,0.041915,0.060997,0.193294,0.068129,0.016215,0.102497,0.086279,0.017844,0.044077,0.072684,0.023617,0.058788,0.035846,0.098068,-447.013885,197.714951,84.184433,42.291603,15.883879,5.621567,-2.215268,-0.106994,0.839783,-0.186466,-3.503296,-4.997767,-9.955330,-11.326359,-10.838819,-6.257538,-3.143112,0.391370,-1.584301,-3.204091,61.424839,27.644514,22.924761,8.119222,9.547429,6.652528,5.132088,6.538193,5.986852,4.202244,3.057861,4.311363,6.360075,3.970409,5.330475,4.811688,2.771152,3.311437,2.584933,3.733276,0.036904,0.003555,399.768341,192.856384,0.018985,0.002479
620,0.215180,0.115653,0.218979,0.124079,0.276751,0.168261,0.179835,0.318364,0.411124,0.780810,0.340379,0.285318,0.233190,0.095649,0.271134,0.097236,0.283191,0.193575,0.195057,0.356400,0.170494,0.329866,0.164033,0.307053,-161.606476,103.403282,-2.742183,23.887974,5.129905,-0.195403,-6.830772,-0.873673,-11.264754,-8.521349,-12.063764,-4.538934,-7.353224,-5.684718,-7.202278,-6.996549,-11.299347,-8.690656,-9.298110,-6.551867,75.393196,36.846741,22.008184,11.489265,8.073167,7.792297,6.200511,6.891126,7.241661,6.360253,8.439540,9.375574,7.898961,8.082549,7.993955,6.878788,6.512967,5.437224,6.025638,6.687438,0.064937,0.028580,1985.822266,830.986755,0.073616,0.036317
621,0.261980,0.139332,0.263000,0.234526,0.412634,0.219653,0.406331,0.385981,0.221532,0.271085,0.245895,0.466545,0.253355,0.147807,0.321482,0.191112,0.346612,0.193046,0.361516,0.325323,0.243540,0.326098,0.241972,0.330867,-117.213448,110.193985,-23.290930,21.871033,-9.071066,5.298260,-16.939472,-2.818162,-18.929995,-5.688858,-13.414289,-11.593608,-12.043352,-8.873919,-6.361252,-4.144198,-12.341104,-10.025425,-9.351876,-6.804206,56.451744,25.901358,17.010855,15.655866,10.850176,11.008266,9.587114,9.346098,9.635473,9.880494,9.515418,7.721828,8.612194,8.946462,9.497042,11.030997,10.332945,8.724059,7.763205,7.970906,0.096417,0.044915,1758.990356,626.272156,0.091935,0.037648
625,0.578627,0.279711,0.216720,0.127609,0.294018,0.356994,0.279336,0.385853,0.172852,0.196822,0.162063,0.215278,0.395083,0.206953,0.305978,0.155428,0.290783,0.360324,0.245354,0.348842,0.200365,0.305736,0.191846,0.168873,-123.405586,112.565796,-24.573568,18.346313,0.173982,0.484735,-9.413679,-10.406771,-12.293294,-2.062768,-8.621559,-5.844693,-8.872203,-9.869578,-10.954643,-10.993133,-8.003472,-6.813984,-6.673277,-4.722396,82.633003,40.689831,18.251440,20.497520,13.240653,7.838050,10.000658,11.200281,9.208982,10.523435,8.317012,8.730547,10.508938,9.819225,9.685782,9.895892,8.835439,8.265208,9.425155,10.337065,0.113525,0.051791,1716.038086,804.828247,0.087136,0.056144
666,0.409289,0.248787,0.377127,0.601835,0.456791,0.574335,0.307829,0.243158,0.262261,0.240588,0.383728,0.336904,0.292088,0.163910,0.281139,0.327658,0.238450,0.347074,0.213175,0.233634,0.225790,0.172616,0.308045,0.232761,-96.801567,144.814682,-41.926048,58.831791,-37.399578,20.732666,-17.515759,8.565787,-11.587750,-6.892407,-11.293515,-9.748997,-7.118746,-8.646230,-9.209762,-9.848829,-11.603538,-7.845404,-6.130395,-2.579933,29.590891,21.930172,10.352944,9.817078,10.809682,6.667243,6.977865,5.920309,5.813058,6.493459,5.993180,5.558010,5.055532,4.715061,4.731350,4.946013,4.815845,4.575953,4.874881,4.554355,0.091424,0.013742,1666.411865,412.804047,0.079224,0.034829
