track_id,chroma_stft_mean_01,chroma_stft_mean_02,chroma_stft_mean_03,chroma_stft_mean_04,chroma_stft_mean_05,chroma_stft_mean_06,chroma_stft_mean_07,chroma_stft_mean_08,chroma_stft_mean_09,chroma_stft_mean_10,chroma_stft_mean_11,chroma_stft_mean_12,chroma_stft_std_01,chroma_stft_std_02,chroma_stft_std_03,chroma_stft_std_04,chroma_stft_std_05,chroma_stft_std_06,chroma_stft_std_07,chroma_stft_std_08,chroma_stft_std_09,chroma_stft_std_10,chroma_stft_std_11,chroma_stft_std_12,mfcc_mean_01,mfcc_mean_02,mfcc_mean_03,mfcc_mean_04,mfcc_mean_05,mfcc_mean_06,mfcc_mean_07,mfcc_mean_08,mfcc_mean_09,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_01,mfcc_std_02,mfcc_std_03,mfcc_std_04,mfcc_std_05,mfcc_std_06,mfcc_std_07,mfcc_std_08,mfcc_std_09,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,rms_mean_01,rms_std_01,spectral_centroid_mean_01,spectral_centroid_std_01,zcr_mean_01,zcr_std_01
120306,0.197463,0.109949,0.101461,0.094730,0.102308,0.090844,0.143541,0.229090,0.165996,0.213663,0.139284,0.183316,0.364428,0.273388,0.272328,0.273407,0.273009,0.274302,0.290463,0.371636,0.300902,0.359842,0.301124,0.363797,-23.035103,-19.964880,-21.202154,-22.859627,-25.086086,-28.210669,-26.437550,-25.637562,-25.550976,-24.421312,-24.611010,-27.610434,-23.347664,-18.785973,-16.853565,-17.409451,-17.977400,-20.604107,-23.112869,-24.365761,180.037003,161.297424,160.499771,164.468399,161.534775,159.937759,164.848022,166.594315,167.518158,169.849548,172.478836,169.184692,160.094833,148.394806,141.222275,145.072403,157.277435,162.777054,163.316666,165.972046,0.162363,0.000000,0.048950,0.000000,0.020996,0.000000
120105,0.285094,0.233880,0.268379,0.320644,0.278073,0.237698,0.206271,0.219921,0.277521,0.320532,0.307152,0.325609,0.298717,0.322782,0.337097,0.329351,0.347482,0.365648,0.348953,0.353396,0.331331,0.310560,0.324112,0.337815,-30.365915,-22.889149,-21.056202,-21.326176,-22.045681,-22.446819,-22.380259,-23.744402,-22.388924,-21.686947,-21.738871,-21.519562,-21.735386,-21.934719,-23.623705,-22.565872,-21.398226,-21.497293,-22.160221,-22.491404,138.660995,120.115547,119.633446,124.165726,127.927887,131.929199,123.814240,116.721901,115.122513,116.796593,121.600983,125.485619,129.077713,121.527237,114.851906,116.150375,121.372063,126.653542,131.974411,133.418610,0.103634,0.000000,0.155745,0.000000,0.082520,0.000000
120769,0.268607,0.250216,0.291455,0.302098,0.281005,0.304911,0.275698,0.276070,0.275989,0.275670,0.274922,0.265453,0.375149,0.356259,0.378608,0.398249,0.379846,0.401727,0.372290,0.369819,0.375036,0.374373,0.380053,0.373847,-33.833073,-28.289425,-28.201532,-25.519724,-25.628967,-28.198465,-27.305653,-26.267599,-28.668829,-29.731552,-29.833328,-27.368816,-27.240952,-28.550961,-27.831869,-25.959433,-26.010509,-25.959814,-27.779013,-26.623859,151.460678,133.767746,132.541473,133.743301,134.672531,134.412781,134.082642,133.678680,133.364990,133.924927,134.568466,134.758987,134.433212,130.693054,129.294342,129.675171,127.811714,127.201378,127.752823,127.755760,0.069392,0.000000,0.099955,0.000000,0.042969,0.000000
120514,0.200428,0.286764,0.276048,0.238580,0.259628,0.233271,0.208774,0.204744,0.208097,0.218117,0.282324,0.338672,0.310367,0.413127,0.419874,0.381459,0.425600,0.393655,0.371995,0.368568,0.366878,0.363025,0.335598,0.318556,-18.448141,-18.906414,-19.995853,-20.242558,-20.820873,-21.019178,-21.012444,-20.939991,-21.171404,-20.113716,-18.644451,-15.926750,-15.665998,-18.471809,-19.893291,-18.704571,-19.348614,-18.747406,-19.706720,-18.925938,117.232254,112.449768,114.128433,113.984863,115.137512,118.259689,120.320648,120.624611,120.656181,112.288910,98.101601,92.976578,96.133347,99.635262,103.262360,106.152222,107.896950,109.348595,110.178726,109.669678,0.198059,0.000000,0.126418,0.000000,0.039062,0.000000
120319,0.260043,0.166801,0.219388,0.194160,0.188972,0.191669,0.188653,0.180996,0.179748,0.157240,0.149082,0.143348,0.364605,0.290299,0.346177,0.342898,0.350067,0.355293,0.344135,0.347438,0.364196,0.333098,0.320311,0.313969,-34.221920,-28.474106,-28.260672,-29.246866,-30.089350,-30.896967,-31.668102,-32.396507,-33.839317,-34.760944,-34.474983,-34.844688,-34.532085,-32.929447,-33.740852,-35.359562,-35.530952,-34.549980,-35.457657,-36.213871,170.261673,151.011719,149.074356,149.621979,150.342773,152.182449,153.245850,154.163116,156.291214,155.722427,155.339783,154.256958,150.427017,149.220016,150.050140,151.312195,153.552322,153.920853,156.200974,157.359421,0.031836,0.000000,0.145139,0.000000,0.047852,0.000000
120304,0.296455,0.293517,0.218432,0.306046,0.319776,0.328675,0.304643,0.150916,0.136971,0.123066,0.126490,0.108656,0.316774,0.352019,0.293417,0.352151,0.373221,0.314486,0.328974,0.273281,0.283964,0.271137,0.270156,0.270267,-30.647068,-30.636471,-34.141514,-27.955669,-22.874990,-20.812258,-18.978321,-20.284342,-21.323757,-23.727232,-25.263412,-26.087301,-28.388126,-29.781246,-31.432943,-31.261282,-32.324249,-31.119450,-33.425068,-35.258160,164.735947,150.901337,152.076523,146.100479,131.540710,126.299118,134.443863,144.672592,149.031342,149.911987,142.703644,139.491867,143.181580,147.858978,153.095032,156.000717,142.170441,137.335312,143.600983,151.883728,0.126540,0.000000,0.064152,0.000000,0.021484,0.000000
120160,0.210359,0.202183,0.281151,0.205709,0.299563,0.103739,0.188328,0.161614,0.263181,0.275451,0.244746,0.256755,0.380008,0.363955,0.419080,0.371429,0.404395,0.277133,0.314192,0.311133,0.364134,0.349735,0.292260,0.351147,-39.558380,-31.503498,-29.174847,-30.014614,-33.468498,-35.161621,-31.925989,-31.964212,-29.809971,-25.688305,-24.317722,-25.053610,-20.843422,-16.539291,-17.044498,-21.648943,-24.714418,-25.594158,-25.646038,-27.221554,205.392822,170.795227,157.320419,153.216156,155.745193,160.899338,174.657181,185.743698,167.016876,134.202789,128.761658,141.865662,145.915131,145.236206,143.838272,145.311493,149.913376,162.039902,168.352036,162.974625,0.021084,0.000000,0.182588,0.000000,0.069336,0.000000
120300,0.196339,0.169887,0.156131,0.159376,0.164996,0.171066,0.256930,0.340155,0.163741,0.240327,0.284484,0.345008,0.338945,0.313162,0.294685,0.279364,0.274957,0.298009,0.359183,0.393614,0.281219,0.361075,0.338548,0.326107,-29.292400,-28.560028,-34.521416,-33.848263,-33.562004,-30.053009,-28.136745,-28.630032,-29.252155,-24.565659,-21.141893,-21.575180,-21.353083,-23.323099,-26.007364,-27.145971,-23.315104,-22.850775,-27.597067,-29.264862,157.779739,143.024490,135.480408,123.750381,121.617310,126.508202,131.712112,137.078461,142.157974,136.653854,118.293953,115.583481,123.317490,130.162613,137.777344,138.861877,122.992859,114.228943,117.132698,123.421303,0.105537,0.000000,0.062320,0.000000,0.046387,0.000000
120327,0.238951,0.211003,0.187496,0.173973,0.175625,0.180337,0.192759,0.187432,0.186212,0.192224,0.170672,0.170396,0.392226,0.362460,0.360913,0.358735,0.352530,0.363370,0.359717,0.345058,0.365737,0.361655,0.365149,0.356400,-25.946472,-21.806118,-20.860714,-20.979828,-21.102505,-22.373554,-24.872120,-23.573109,-23.481226,-23.847624,-24.450754,-24.257267,-24.860828,-24.251438,-21.890034,-22.512148,-25.357922,-23.925129,-21.209421,-20.692497,138.959946,122.805603,121.138435,121.019196,119.404579,119.059235,119.596451,120.432762,121.793884,123.227005,124.859406,125.280426,123.190910,118.881912,118.381195,119.234329,118.176750,117.752068,118.707748,119.781006,0.205221,0.000000,0.086221,0.000000,0.041016,0.000000
120178,0.253122,0.133286,0.121636,0.140200,0.161896,0.165927,0.143081,0.116194,0.109006,0.109364,0.113326,0.144124,0.356203,0.274468,0.277843,0.285694,0.300477,0.304294,0.286993,0.274202,0.272074,0.272199,0.272659,0.275594,-33.252068,-32.518845,-37.913372,-38.665382,-36.245125,-36.313103,-39.045589,-39.700092,-41.051838,-44.913399,-43.119553,-41.693905,-39.553501,-40.568123,-43.182106,-46.397148,-47.844379,-49.456894,-47.191978,-41.728294,171.049057,154.052490,152.269028,153.836319,154.867157,156.659698,159.269638,161.938110,163.190872,163.597061,163.938889,163.308960,159.913635,157.226837,157.242889,160.195999,163.171448,169.385025,179.390549,172.994507,0.041074,0.000000,0.102022,0.000000,0.042480,0.000000
120302,0.109527,0.099515,0.098617,0.096243,0.099763,0.403230,0.370972,0.228572,0.282846,0.280460,0.253786,0.238225,0.278463,0.275160,0.274086,0.273413,0.273238,0.369275,0.335117,0.291038,0.353563,0.404278,0.381656,0.367762,-29.849463,-28.044353,-30.057800,-31.630987,-32.184208,-28.174973,-28.364492,-27.154612,-27.189297,-28.700562,-29.416056,-29.763248,-30.333328,-29.541315,-29.792521,-30.513330,-28.265497,-28.215103,-30.164433,-32.576611,181.729782,164.035049,163.420013,167.359497,167.230209,142.758972,128.447586,124.169830,126.296104,129.349579,132.612274,133.896500,136.983337,144.052765,152.203308,155.684982,159.863785,161.880463,164.251266,166.481339,0.072314,0.000000,0.047493,0.000000,0.025879,0.000000
120150,0.213929,0.224125,0.284508,0.345356,0.406823,0.420697,0.349811,0.335541,0.348200,0.309215,0.333489,0.334390,0.362907,0.331336,0.351125,0.305465,0.307042,0.339460,0.297602,0.341943,0.324366,0.322344,0.315369,0.340808,-36.507927,-27.732128,-26.606909,-28.030773,-27.333939,-26.363155,-26.689381,-27.710260,-27.387188,-26.824524,-27.333965,-27.032459,-27.327795,-28.427267,-28.345440,-29.862774,-27.743267,-26.588099,-26.715893,-26.609289,186.228989,152.974564,147.573593,152.214417,152.519699,152.090057,150.357315,147.808319,143.451462,141.198639,142.895752,146.255219,146.232407,148.524460,152.572571,149.825775,143.382446,144.846527,147.217422,148.994766,0.029575,0.000000,0.120089,0.000000,0.049805,0.000000
120518,0.261797,0.471882,0.199989,0.232732,0.205998,0.263873,0.219157,0.206898,0.275383,0.451400,0.386689,0.278208,0.371727,0.352289,0.300489,0.324073,0.323737,0.312078,0.287937,0.280080,0.324734,0.368668,0.299008,0.329183,-40.298943,-28.063803,-26.347204,-30.602057,-32.565025,-32.587215,-31.217417,-28.400457,-24.821896,-23.179733,-25.341831,-30.838949,-31.184372,-30.914738,-33.024837,-32.828609,-30.210180,-31.633387,-34.454346,-33.346745,210.859695,141.370178,120.855682,117.699890,118.065437,117.043762,116.258087,113.044060,103.194908,100.866943,106.679955,111.395142,117.110268,129.916885,135.556473,126.595573,121.433197,118.920311,118.268425,120.286606,0.051228,0.000000,0.129050,0.000000,0.036621,0.000000
120307,0.247979,0.184350,0.204037,0.202415,0.253772,0.252573,0.332535,0.292325,0.179418,0.156465,0.155272,0.165962,0.361839,0.281527,0.312288,0.311731,0.309710,0.311143,0.325441,0.313774,0.273871,0.264670,0.270684,0.270472,-26.704382,-24.039000,-24.674551,-23.442726,-23.098495,-23.219326,-23.091236,-23.709360,-22.433535,-22.720787,-23.149326,-22.488649,-24.432274,-23.285137,-23.134190,-24.449305,-23.108196,-22.627924,-23.116133,-22.995827,140.764236,121.036346,117.830338,118.042221,115.668167,107.895348,106.914017,109.059952,109.996513,111.500374,112.033058,111.974548,112.510284,113.176071,115.618149,115.432556,114.187553,113.233971,112.613861,113.074852,0.096645,0.000000,0.153990,0.000000,0.056641,0.000000
120777,0.331162,0.241471,0.193371,0.255036,0.148100,0.134749,0.249475,0.200140,0.229025,0.221628,0.136898,0.254444,0.358654,0.327449,0.341352,0.348527,0.306157,0.298097,0.368689,0.355737,0.350967,0.355531,0.270038,0.389709,-30.199902,-25.893459,-24.869177,-23.689249,-23.942072,-24.364908,-24.759937,-24.897488,-24.521233,-23.985300,-24.839296,-26.745621,-26.250980,-24.926195,-24.572039,-25.771902,-26.813425,-29.262339,-27.313293,-25.867132,142.767670,125.386360,124.594803,126.705887,126.386177,126.814125,128.927811,129.817993,130.657669,129.470215,129.445938,129.290421,129.758347,130.910065,131.168472,130.824448,130.613586,131.374390,131.339920,131.967987,0.085389,0.000000,0.142480,0.000000,0.057129,0.000000
120321,0.188955,0.263331,0.129175,0.276526,0.216551,0.242578,0.329749,0.230857,0.193101,0.137947,0.382889,0.270285,0.304012,0.372589,0.269982,0.356231,0.324069,0.346711,0.344066,0.292546,0.312305,0.267368,0.353709,0.336066,-27.917088,-24.768398,-17.711880,-14.460228,-14.167799,-15.669339,-16.091221,-17.791399,-19.855318,-19.644062,-19.327854,-18.714117,-19.024710,-19.755899,-21.618273,-22.610729,-24.591793,-24.146177,-18.894260,-15.122968,143.652557,125.657967,119.132629,117.913315,119.122925,120.329750,122.023651,125.042831,127.561249,128.428833,119.637764,111.035988,111.974060,115.797562,118.350128,119.652344,120.886230,121.482666,119.118355,120.387573,0.101617,0.000000,0.121546,0.000000,0.042480,0.000000
120513,0.171209,0.176911,0.347120,0.206717,0.161957,0.137176,0.144573,0.232138,0.349075,0.241973,0.201405,0.192846,0.364129,0.363970,0.335666,0.359483,0.311970,0.281719,0.293699,0.347341,0.393417,0.357281,0.329868,0.303231,-29.359478,-30.334665,-25.765835,-24.132900,-27.627832,-30.219091,-29.724798,-28.954624,-23.237570,-21.058985,-20.960814,-21.169870,-20.045837,-20.821207,-20.970701,-21.252920,-21.956902,-24.949795,-26.117365,-23.952190,140.826492,130.208420,120.469360,115.444016,114.867630,117.283775,118.877487,115.720314,108.007607,105.116180,110.337173,118.350182,121.327385,117.934677,112.872734,111.480148,114.103752,116.057762,116.957794,117.886238,0.085903,0.000000,0.162392,0.000000,0.042480,0.000000
120471,0.091687,0.085307,0.085766,0.086859,0.094944,0.099294,0.091402,0.088043,0.087253,0.084637,0.086220,0.087384,0.275025,0.275800,0.275670,0.275361,0.273225,0.272535,0.274157,0.275027,0.275297,0.275995,0.275537,0.275198,-35.792747,-30.405050,-30.473541,-33.635002,-38.826412,-37.892883,-33.646416,-31.352261,-30.184769,-30.583424,-31.553799,-32.414104,-33.499779,-36.711853,-36.820442,-30.723429,-26.809559,-24.625286,-25.159838,-27.446234,134.863327,116.452873,113.109421,114.254929,113.043823,110.109947,110.620720,111.297943,113.846626,114.731758,112.638672,111.443810,112.396751,114.614273,111.869720,109.249794,111.576012,114.124413,115.356125,114.257874,0.180268,0.000000,0.225222,0.000000,0.092285,0.000000
120308,0.214843,0.189529,0.168517,0.138337,0.143498,0.161254,0.175906,0.160122,0.227477,0.348289,0.247094,0.253843,0.319322,0.302877,0.275320,0.283148,0.301114,0.308290,0.307790,0.295846,0.273727,0.410444,0.344721,0.357055,-27.946659,-23.910004,-25.222517,-28.006845,-30.050119,-30.693058,-31.818295,-30.408667,-27.006845,-19.490526,-16.875973,-16.717186,-20.093246,-23.586742,-21.615145,-21.223219,-21.766752,-22.924667,-25.063051,-23.275431,146.341995,130.441101,128.990479,129.546799,130.441208,132.231354,134.996719,133.263824,129.973221,120.913925,118.819244,124.987259,124.739639,125.383995,125.466591,125.971802,125.951813,125.370880,126.507339,129.607971,0.120568,0.000000,0.139597,0.000000,0.095703,0.000000
120329,0.142301,0.175624,0.314894,0.165061,0.265799,0.263697,0.307721,0.310611,0.287438,0.201831,0.175101,0.261634,0.279580,0.325542,0.406877,0.324147,0.398374,0.367221,0.406771,0.410375,0.400392,0.317146,0.336399,0.405743,-39.624123,-36.615421,-28.066235,-23.488615,-23.179598,-23.759295,-24.623693,-25.026684,-25.570797,-26.255209,-27.064281,-27.520849,-27.332485,-25.730179,-19.932896,-17.829235,-18.416224,-19.380682,-19.754772,-20.468767,214.809189,198.418335,188.542801,188.917725,192.035980,192.129028,192.764175,194.340271,194.268585,195.202560,198.160934,194.239120,179.399719,154.669556,142.080658,142.801529,147.456131,149.625000,152.314774,154.469955,0.024603,0.000000,0.041247,0.000000,0.041504,0.000000
120203,0.272735,0.123460,0.106751,0.103184,0.111714,0.265155,0.281310,0.216165,0.255313,0.220000,0.207572,0.201842,0.364499,0.282024,0.275147,0.274346,0.271608,0.290285,0.340873,0.336065,0.345575,0.358657,0.360645,0.360136,-45.416111,-37.205006,-35.854519,-36.159992,-29.125626,-23.263554,-20.869213,-22.967642,-24.769747,-25.541492,-25.250902,-26.183640,-24.859592,-23.948599,-24.681854,-25.989969,-30.551477,-32.162804,-31.193493,-28.899542,177.232330,143.791382,136.487549,137.728500,130.778961,112.225082,105.970406,110.454376,116.376747,121.671532,126.672760,129.596771,133.491776,132.154724,121.509720,119.424294,121.068398,122.376045,124.114449,124.897545,0.040697,0.000000,0.196919,0.000000,0.060059,0.000000
120171,0.271093,0.278151,0.353821,0.226526,0.214281,0.287338,0.305982,0.187001,0.276424,0.457000,0.316631,0.250519,0.341043,0.326482,0.353577,0.297910,0.289600,0.330955,0.359930,0.275092,0.307544,0.312772,0.312835,0.314487,-37.994976,-29.645029,-28.919270,-30.824326,-30.469976,-29.538605,-29.567669,-30.040424,-29.221615,-29.738871,-29.549770,-30.199987,-29.723705,-30.275951,-28.942677,-28.142181,-28.697582,-29.638849,-29.831848,-29.063980,229.497559,203.859940,197.970551,200.147507,196.512665,190.966431,189.435226,194.244583,195.250748,195.069519,195.891083,196.068771,194.935516,193.388397,188.661789,187.264465,191.063736,196.559174,197.055099,197.140396,0.015300,0.000000,0.086849,0.000000,0.035645,0.000000
120470,0.188231,0.187544,0.215065,0.297724,0.317383,0.288168,0.309543,0.207828,0.246244,0.155653,0.162892,0.252048,0.297358,0.289638,0.277733,0.290211,0.270596,0.268793,0.363374,0.272455,0.276289,0.270298,0.258605,0.291236,-18.379793,-15.725474,-18.076262,-19.460375,-18.208300,-18.038109,-19.780388,-18.201891,-18.771168,-22.385180,-20.433456,-18.950439,-20.807056,-22.914293,-21.068590,-20.043896,-18.543514,-20.202347,-19.404652,-20.678173,139.219238,121.065544,116.920624,117.217735,123.534843,120.245232,115.803635,111.441696,112.772202,117.424904,123.213188,119.200745,115.165306,116.756302,119.230148,116.061462,97.118523,91.006935,95.831268,103.011261,0.309615,0.000000,0.148243,0.000000,0.029297,0.000000
